chat_text,emotion,text_response
"do you mean on measures 1, 2, and 3?",approval,"yes. the ones that will improve our schools, roads, and hospitals."
and he poured water into our glasses.,neutral,yuck! no water for me.
that's what i do.,neutral,my friend stayed in a hotel on friday the thirteenth.
a pc or a mac?,neutral,i haven't decided yet.
How was your presentation at the conference?,embarrassment,"It was a disaster. My slides didn't load properly, and I stumbled over my words. I felt like I was making a fool of myself in front of everyone."
such as?,neutral,"yesterday, a woman complained about a cell phone she bought on ebay."
we went to a nice restaurant.,neutral,anywhere else?
and there are only six units in the whole building.,neutral,where's the checkbook? i'm ready to rent it without even seeing it.
"maybe the room is nice, but not the bed.",confusion,what's wrong with the bed?
and it's just as easy to prepare.,neutral,how do you prepare the potatoes?
i think there's one on the dining room table.,neutral,i already looked there.
a little cigarette controls them.,neutral,they look so stupid taking a puff.
they have to see it happen.,disapproval,they don't believe us?
what are you going to do?,neutral,"first, i have to find the button."
i've really been working a lot lately.,admiration,i've been pretty busy myself.
why do they want tax cuts?,neutral,because tax cuts will save them money.
Are you finding any comfort in being with loved ones?,grief,"It's bittersweet. Being with them reminds me of the one who's gone, but their support helps me get through."
people need to cover their trash cans.,neutral,the police need to shoot all the bears.
"like ""one, two, buckle my shoe.""",neutral,but people still write poems.
a bull chased a man in a supermarket.,neutral,wasn't there anything about octo-mom?
that's a great idea.,neutral,"yes, all the markets just started offering wipes to shoppers."
i thought you knew.,neutral,i honestly didn't know.
i had to bring work home with me.,neutral,i did too.
it's too bad that i couldn't make it. who won?,disapproval,our team played hard and won.
what do they say about us?,amusement,they say that we are funny-looking.
my brother smokes three packs a day.,neutral,three packs of what?
the government says we have nothing to worry about.,neutral,then why are some schools telling the kids to stay home?
maybe he's just a liar.,neutral,"maybe i'll vote for someone else, too."
i think he closed the bowling alley in the white house.,neutral,"oh, yeah. he's changing it to a basketball court."
How do you feel about the recent loss of a loved one?,sadness,I'm devastated by the loss. It's been difficult to cope with the emptiness left behind.
just boil raw peanuts in salt water until the shells are soft.,neutral,i'll have to try them sometime.
you have no idea how happy i am for you.,neutral,for real?
"oh, really?",curiosity,are you interested?
"the mayor won by only 2,000 votes.",neutral,we're stuck with him for four more years.
i'll go up front and talk to the manager.,admiration,that's a good idea.
really?,neutral,his nails were black!
"nothing, how about you?",neutral,"next saturday, i'm going to have a party."
yes.,disapproval,no. that's incomplete.
are you having problems with it?,neutral,i don't understand some things.
"if i catch you, you'll be sorry.",love,"you won't catch me, because i love you. i'm not a cheater."
so do you think it'll be perfect weather for the beach?,approval,it sounds like it will be.
that's okay.,optimism,i hope you feel better.
i love to eat the hot dogs.,optimism,i hope we'll see a home run.
then you can wipe your seat and window.,neutral,people will think i'm strange.
i just cut myself again.,neutral,did you use a new blade?
the car isn't here.,neutral,where did you park it?
so do i.,neutral,"a long time ago, flying used to be okay."
it gives you all the news.,neutral,all the news in only 50 pages.
poodles bark a lot.,neutral,they sure do.
but that's impossible.,neutral,officials said that it's possible.
i hate shaving.,neutral,me too.
then why were you looking at her?,neutral,i was looking at something else.
Were you anxious about the outcome of the court hearing?,relief,"Yes, but the verdict was in my favor. I'm relieved the legal battle is finally over."
why is that?,neutral,i warned her about her new boyfriend. she didn't listen to me.
they pay money to play this silly game!,neutral,i think golfers have a mental problem.
except we can't afford it!,surprise,no wonder you're worried.
they brushed with their fingers.,neutral,they also ate with their fingers!
you got up real early.,neutral,i had to take my friend to the airport.
you shouldn't carry pens in your pocket.,neutral,yesterday a pen fell through my pants onto my shoe.
did you put the sheets on the beds?,neutral,"yes, and i put the pillowcases on the pillows."
What's your perspective on the concept of fate and destiny?,realization,"I used to believe in fate and destiny controlling our lives, but I've come to realize that we have the power to shape our own destinies through our choices and actions."
"so, forget it.",neutral,you don't have the money?
what's your email address?,neutral,it's bluedog123.
i teach high school english.,neutral,i didn't know that.
"no, the white walk sign was blinking.",neutral,you should fight that ticket. i'll be your witness.
i don't understand why you haven't come to visit me.,neutral,"lately, i've been quite busy."
you use them to wipe the handle of the shopping cart.,admiration,that's a great idea.
i was busy the whole day.,admiration,so was i.
what did you say?,neutral,i said i have to go to the bathroom.
the one that tiger won?,curiosity,how did he do it?
did you call the repairman?,neutral,of course.
i appreciate that.,admiration,"talent is a great thing, i wish i had one."
"good afternoon, officer.",neutral,"your driver's license and registration, please."
someone punched out someone.,admiration,that's not nice.
what's the point?,admiration,now he has the world record!
did he get off the hood?,neutral,"no, the car stopped and the passenger pushed the injured student off the hood."
"yes, i saw it on the tv news.",neutral,they need 300 new workers.
Were you sorry for not attending your best friend's wedding?,remorse,"Yes, I regret missing such an important event in their life. I feel a deep sense of remorse for not being there to celebrate with them."
but maybe prices will be cheaper in october.,neutral,cheaper prices won't do you any good if there are no seats.
I completed a challenging obstacle course race and earned a medal!,pride,"Well done! Completing a challenging obstacle course race is a test of strength, endurance, and determination. You should feel proud of your physical and mental toughness!"
